time[s],ar[rad],br[rad],gr[rad],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2]
64.006,2.90856,0.05733,0.01328,-0.01577,0.77006,-0.04154,-0.1622,-0.75409,0.00286
64.056,2.9092,0.05216,0.02133,-0.224,0.60279,0.91249,0.07136,-0.58635,0.94724
64.107,2.93185,0.0272,0.04072,-1.05499,0.88023,2.20948,0.77259,-1.0015,2.2737
64.159,2.95713,0.0211,0.03774,0.12493,0.53145,2.72329,-0.31067,-0.42425,2.72724
64.21,2.95401,0.02362,0.02239,-1.77731,-1.48888,1.75266,1.99261,1.1799,1.75634
64.26,2.97545,0.00939,0.02964,-0.79743,-0.53521,-0.08459,0.87699,0.39502,-0.06595
64.311,2.99842,0.00475,0.02945,-0.94825,0.00981,-2.15685,0.99817,-0.16402,-2.12792
64.361,3.03337,0.02167,0.02956,0.03973,0.45326,-3.59325,0.00874,-0.53507,-3.58219
64.412,3.05548,0.04048,0.01007,-0.13794,0.84825,-2.58409,0.08146,-0.96265,-2.54613
64.463,3.06324,0.06572,-0.0206,-0.77306,0.61221,-0.73317,0.70381,-0.71736,-0.70712
64.514,3.05861,0.07507,-0.04405,0.05933,-0.36815,1.77799,0.06044,0.49723,1.74626
64.565,3.04527,0.0637,-0.04141,0.29066,-0.97414,2.9718,-0.05485,1.17266,2.91323
64.615,3.03478,0.05409,-0.03279,0.00633,-0.65314,2.12037,0.14458,0.75566,2.08103
64.665,3.03395,0.0275,-0.01963,0.21205,-1.15298,1.51364,-0.05294,1.20695,1.48524
64.716,3.0424,0.01161,-0.01759,1.53577,-0.84441,1.03857,-1.42497,1.00276,1.05554
64.767,3.04604,0.00125,-0.00955,1.35707,-0.35015,-0.51819,-1.32239,0.47787,-0.50564
64.818,3.05384,-0.0016,0.00654,1.33041,0.55215,-1.67347,-1.36251,-0.4317,-1.68303
64.869,3.05567,0.03207,0.01788,1.24825,0.85448,-3.37011,-1.26606,-0.85733,-3.36274
64.919,3.04267,0.063,0.02273,0.8072,0.70759,-3.83597,-0.81001,-0.87307,-3.80113
64.969,3.02172,0.06984,0.02597,0.33351,0.7356,-0.99692,-0.40145,-0.76141,-0.95146
65.02,3.002,0.06876,0.02933,0.99405,0.69334,1.217,-1.10419,-0.46097,1.23216
65.071,2.98698,0.0629,0.0475,-0.75321,-0.1708,1.65639,0.70829,0.16966,1.67621
65.122,2.99953,0.05912,0.05598,-0.92232,0.83614,2.3719,0.68229,-0.79632,2.46497
65.173,3.0037,0.06168,0.03437,-0.88661,-0.85091,2.10873,0.94074,0.85992,2.08144
65.224,3.00764,0.05034,0.02012,-2.00216,-1.48061,1.32164,2.1641,1.2696,1.28543
65.275,3.02172,0.03515,0.01501,0.29482,-0.41735,0.22997,-0.24528,0.45764,0.21071
65.326,3.02745,0.03325,0.021,-0.88325,-0.44614,-1.5063,0.95389,0.28969,-1.50143
65.376,3.05532,0.0556,0.03114,0.62731,0.63997,-3.83297,-0.57928,-0.80607,-3.80912
65.427,3.0606,0.08187,0.01166,0.19088,1.42511,-3.9693,-0.2853,-1.72767,-3.84141
65.478,3.0401,0.07745,-0.01817,-0.18329,0.48288,-0.72406,0.11475,-0.55218,-0.68772
65.529,3.00316,0.06318,-0.04505,-0.29737,-1.34509,3.50318,0.66608,1.48483,3.39435
65.58,2.98615,0.05349,-0.03447,0.34694,-0.8153,2.16759,-0.12468,0.96148,2.13156
65.631,2.96109,0.03021,-0.03068,0.40183,-0.54179,2.86687,-0.19577,0.67458,2.86017
65.682,2.94718,0.00977,-0.0241,-0.16867,-1.06759,2.17605,0.42724,1.02555,2.16082
65.732,2.94442,0.01434,-0.02405,1.49326,-0.5993,0.50094,-1.3332,0.88525,0.52805
65.783,2.93015,0.01061,-0.02551,0.98681,-0.64659,-0.45445,-0.84112,0.83717,-0.43597
65.835,2.92445,0.0047,-0.00582,1.07927,0.30076,-1.65816,-1.1298,-0.06668,-1.65042
65.885,2.91326,0.03211,0.00078,0.18943,0.69323,-3.54659,-0.36444,-0.74356,-3.52265
65.936,2.8955,0.05187,-0.00187,-0.30187,0.85896,-3.97763,0.02634,-1.10373,-3.9283
65.986,2.87743,0.05001,-0.006,-1.3154,0.63508,-1.43576,1.07699,-1.02313,-1.41007
66.036,2.87303,0.04778,-0.00576,-0.39041,0.67259,-0.62446,0.18673,-0.77924,-0.59385
66.086,2.87035,0.03001,-0.00156,-1.00184,0.39964,1.08212,0.86849,-0.6225,1.09206
66.136,2.88882,0.0048,0.00956,-1.46593,-0.14449,3.11422,1.43035,-0.20471,3.12736
66.186,2.91844,0.00042,0.0049,-0.4736,-0.55954,3.83503,0.56771,0.44657,3.83707
66.237,2.93754,0.00016,0.00001,-1.19442,-1.2943,2.66849,1.43197,1.02583,2.6683
66.287,2.96689,-0.00688,0.01722,-0.22409,-0.48468,0.79581,0.29044,0.43531,0.80287
66.337,2.98999,0.00929,0.01974,-0.19083,-0.18797,-1.24729,0.23959,0.14185,-1.24497
66.387,3.02119,0.03539,0.0307,0.28613,0.22271,-3.74515,-0.21249,-0.33221,-3.74194
66.437,3.04156,0.05791,0.01766,0.71236,1.04972,-3.88039,-0.76765,-1.20258,-3.82509
66.487,3.04502,0.06943,-0.0062,-0.08296,0.32167,-3.09897,0.01178,-0.53956,-3.06965
66.538,3.03615,0.06621,-0.04232,-0.28989,0.04904,0.78338,0.32119,-0.03194,0.77197
66.588,3.02482,0.05476,-0.06053,-0.21152,-0.86868,2.88084,0.50209,0.9722,2.81093
66.638,3.02125,0.04666,-0.0617,1.12656,-0.7371,2.5953,-0.85412,0.96993,2.62254
66.688,3.00874,0.0322,-0.05325,0.61914,-0.76196,1.89843,-0.40356,0.88492,1.90316
66.738,2.99643,0.01902,-0.04585,0.87995,-0.88698,1.70717,-0.65927,1.02619,1.72853
66.788,2.97837,0.0107,-0.044,0.53657,-1.35382,0.15565,-0.30188,1.42364,0.1646
66.839,2.97828,0.00151,-0.0279,0.79467,0.0298,-1.39513,-0.82738,0.10403,-1.37237
66.889,2.98071,0.01992,-0.02274,0.37894,0.55373,-3.00683,-0.53968,-0.53378,-2.98581
66.939,2.98142,0.04446,-0.02356,0.74215,1.06251,-3.83867,-1.01809,-1.08271,-3.76912
66.989,2.96377,0.04673,-0.02112,-0.14459,0.82219,-1.46358,-0.04553,-0.89586,-1.4263
67.039,2.94752,0.05078,-0.01383,-0.58866,0.55821,-0.55026,0.4571,-0.68688,-0.52929
67.089,2.93549,0.04374,0.0033,-0.78062,0.11905,0.83364,0.74454,-0.23982,0.84061
67.14,2.94648,0.01948,0.02982,-0.99184,0.34194,2.63625,0.83926,-0.46143,2.67081
67.19,2.96954,0.01789,0.0402,0.00262,0.64516,2.42404,-0.20158,-0.57572,2.43313
67.24,2.96607,0.01411,0.02527,-1.16794,-1.23056,2.31391,1.31269,1.05041,2.32509
67.291,2.97919,0.00038,0.03095,-0.06326,-0.99009,1.3679,0.18079,0.97419,1.36883
67.342,2.99181,0.01869,0.02916,-0.10708,-0.42362,-1.39727,0.20543,0.371,-1.40123
67.393,3.01776,0.04221,0.03358,0.13696,0.30508,-3.44611,-0.07665,-0.44426,-3.43282
67.444,3.04232,0.07636,0.018,0.50904,0.80188,-4.09086,-0.54344,-1.06362,-4.02625
67.495,3.03627,0.08032,-0.0101,-0.6621,-0.00612,-1.05815,0.63943,-0.14736,-1.06184
67.546,3.02938,0.08787,-0.0284,-0.3799,0.07462,0.29631,0.3802,-0.09244,0.29085
67.597,3.00694,0.08006,-0.04368,-1.50994,0.10005,1.50449,1.56199,-0.19626,1.44052
67.647,3.0023,0.0604,-0.06118,-0.82524,-0.20696,2.40541,1.00976,0.21031,2.33367
67.698,2.99547,0.02648,-0.06957,0.06616,-1.52144,3.16386,0.38593,1.5651,3.1194
67.749,3.00476,0.01067,-0.06529,0.80979,-1.71339,3.73201,-0.32011,1.81422,3.7584
67.8,3.01657,0.01741,-0.04014,2.39295,-0.97626,-1.10362,-2.29677,1.25478,-1.02356
67.85,3.01653,0.00253,-0.01326,1.29155,-0.39619,-1.17301,-1.24773,0.55322,-1.15679
67.902,3.02088,0.01782,0.00783,1.81648,0.55544,-3.80672,-1.84868,-0.40378,-3.81032
67.953,3.01018,0.02769,0.01725,0.60123,0.50751,-4.29776,-0.60457,-0.55211,-4.29179
68.004,2.99769,0.01766,0.02295,0.4867,0.52813,-2.24479,-0.512,-0.49963,-2.24569
68.055,2.98924,0.01376,0.02383,-0.2763,0.88219,0.28264,0.13309,-0.90886,0.30125
68.106,2.99107,0.01555,0.02641,0.41525,0.77734,1.40806,-0.56046,-0.67916,1.40852
68.157,3.00459,0.00759,0.05024,-0.87392,0.59269,2.34745,0.6694,-0.67228,2.3928
68.208,3.02727,0.01318,0.05729,-0.19349,0.96702,1.93275,-0.02541,-0.94463,1.95323
68.259,3.02646,0.0092,0.03834,-0.53678,-0.72707,2.01276,0.54187,0.68804,2.02508
68.31,3.01896,-0.01949,0.03174,-1.10144,-1.43683,2.42285,1.18618,1.25301,2.48411
68.36,3.02633,-0.0156,0.04079,0.24141,-0.45756,-1.33425,-0.13053,0.49676,-1.33568
68.41,3.03932,-0.00283,0.05536,0.12034,0.3137,-3.89931,0.0642,-0.31084,-3.90086
68.46,3.05433,0.01301,0.04627,0.47027,0.94427,-4.17329,-0.36275,-0.97079,-4.17794
68.511,3.05305,0.02165,0.01485,-0.79463,0.32106,-1.698,0.78493,-0.42856,-1.67868
68.561,3.05452,0.03358,-0.0146,-1.29698,0.21468,0.29373,1.27834,-0.31771,0.28181
68.611,3.04504,0.0361,-0.03557,0.08332,-0.0589,2.21226,0.00881,0.13857,2.21026
68.661,3.02774,0.02017,-0.0211,-0.59087,-0.78103,2.62463,0.73664,0.75474,2.5953
68.711,3.01396,0.01612,-0.0032,0.2073,-0.44983,1.51581,-0.14044,0.49612,1.50901
68.761,2.98878,-0.02007,0.02062,0.04012,-1.882,1.23169,0.21792,1.84527,1.26811
68.812,2.98257,-0.04559,0.04358,0.69672,-1.29735,1.1536,-0.53978,1.34733,1.18011
68.862,2.98883,-0.05453,0.04792,1.29434,0.07754,-1.0378,-1.23133,0.17183,-1.10121
68.912,3.00073,-0.05281,0.05685,1.63909,1.59293,-2.33149,-1.69446,-1.23728,-2.50157
68.963,2.9955,-0.03493,0.05005,1.27159,2.02347,-3.14389,-1.37895,-1.72805,-3.27227
69.014,2.97819,-0.02225,0.04683,0.28071,0.87838,-2.07876,-0.31595,-0.79081,-2.10865
69.064,2.96602,-0.0124,0.05166,-0.77652,0.36506,0.19355,0.68946,-0.49598,0.22884
69.114,2.96934,0.00148,0.0581,-0.15754,0.26322,0.09033,0.10469,-0.28524,0.09971
69.165,2.98068,-0.00279,0.07232,-1.03751,0.21009,1.49841,0.88019,-0.36015,1.56887
69.215,3.00828,-0.00098,0.07623,-0.82632,0.8518,2.07538,0.54646,-0.93482,2.13144
69.265,3.01342,-0.00163,0.05027,-1.08801,-1.10438,3.61762,1.03784,0.97374,3.66951
69.315,3.02433,-0.00085,0.04783,-1.62035,-1.13458,0.88839,1.69783,0.9416,0.96582
69.365,3.04022,0.00168,0.04062,-0.30369,-0.38506,-0.27411,0.35188,0.35081,-0.2622
69.415,3.05877,0.01784,0.04055,-0.88563,-0.15426,-3.00184,1.01154,0.01776,-2.96574
69.466,3.08824,0.03593,0.03523,0.33274,0.81057,-4.07614,-0.23973,-0.94536,-4.05358
69.516,3.09921,0.05259,0.01042,-0.75481,0.31828,-2.38176,0.76012,-0.47526,-2.35375
69.566,3.10604,0.06714,-0.01478,-0.33909,0.05911,-0.48605,0.3284,-0.10366,-0.48594
69.617,3.09779,0.0733,-0.03258,-0.18035,-1.03905,1.3012,0.27197,1.12024,1.21506
69.668,3.08569,0.06186,-0.02126,-0.26989,-0.74688,2.46365,0.37184,0.87796,2.40649
69.719,3.07694,0.05727,-0.01282,0.50459,-0.51326,1.72395,-0.44193,0.64135,1.69806
69.77,3.06775,0.03979,0.00703,-0.14223,-1.08171,1.44512,0.21569,1.12553,1.40192
69.821,3.0678,0.02478,0.02299,1.39296,-0.57754,0.21599,-1.35085,0.68337,0.16955
69.872,3.05436,0.00338,0.01981,0.61492,-0.79199,-0.08077,-0.54189,0.84208,-0.09561
69.923,3.05718,-0.01818,0.02985,0.8928,0.35548,-0.95753,-0.88921,-0.2635,-0.99005
69.974,3.05898,-0.01155,0.03321,1.50432,1.43251,-2.51728,-1.53081,-1.28082,-2.58222
70.026,3.04278,0.00324,0.03279,0.4381,0.85527,-2.90528,-0.42625,-0.82671,-2.91529
70.076,3.02,0.00888,0.03846,-0.08163,0.59934,-1.16403,0.05144,-0.62044,-1.15466
70.127,2.99486,0.01718,0.0529,-0.39685,-0.57439,0.17139,0.46752,0.51479,0.18224
70.179,2.99537,0.00736,0.08122,-0.83979,-0.16662,0.94224,0.77782,0.06135,1.00601
70.229,3.0132,0.00429,0.09689,-1.25386,0.2165,1.176,1.09787,-0.35445,1.29269
70.28,3.02496,-0.01301,0.08413,0.58454,-0.99249,2.67332,-0.6901,1.0458,2.62744
70.331,3.03189,-0.03005,0.08224,-1.81025,-1.46299,3.01221,1.69705,1.18902,3.19327
70.382,3.05066,-0.02037,0.07446,0.88585,-0.12588,0.02097,-0.86979,0.2066,-0.04241
70.433,3.05474,-0.02174,0.07656,-0.57738,-0.24573,-1.02884,0.67508,0.20924,-0.97609
70.483,3.07314,-0.00295,0.07528,0.51774,0.64833,-3.21917,-0.31721,-0.61848,-3.25089
70.534,3.07699,0.0203,0.05321,-0.22959,0.14297,-2.79819,0.36442,-0.22341,-2.77854
70.584,3.07944,0.03201,0.03632,-0.31864,-0.19105,-0.91447,0.36103,0.13991,-0.90795
70.634,3.07229,0.04786,0.0187,0.08713,-0.3092,0.01579,-0.06577,0.31483,-0.00066
70.684,3.04935,0.04138,0.01547,-0.15568,-1.03151,2.22989,0.2241,1.10704,2.18744
70.734,3.03086,0.03794,0.02327,-0.14953,-0.68962,1.80596,0.19054,0.74121,1.78149
70.784,3.01384,0.02993,0.02973,-0.24225,-1.08389,0.98301,0.35299,1.07683,0.9569
70.835,3.00585,0.01106,0.0374,0.26764,-1.39532,2.53783,-0.16643,1.45911,2.51046
70.885,3.00417,0.0196,0.03552,0.78748,-1.18762,0.10084,-0.62026,1.28591,0.04952
70.935,3.01154,0.00887,0.04983,1.15479,-0.28949,-0.57642,-1.07833,0.42731,-0.63576
70.985,3.02007,0.02117,0.0522,1.48075,0.55439,-2.36937,-1.41857,-0.43725,-2.43112
71.035,3.01835,0.03441,0.05123,0.96258,0.64548,-3.4658,-0.87205,-0.66369,-3.48626
71.085,3.00908,0.02935,0.05122,1.14918,0.29,-2.1178,-1.07687,-0.21325,-2.16441
71.136,2.99614,0.02008,0.04572,-0.13757,0.35223,-0.32177,0.09857,-0.37675,-0.30801
71.186,2.99187,0.01734,0.05211,0.16954,-0.06153,0.78871,-0.19684,0.10556,0.77762
71.236,2.99548,0.01906,0.06626,-0.24419,0.09692,0.58638,0.19021,-0.11435,0.603
71.286,3.00862,0.02382,0.0793,-0.59655,0.41315,1.24177,0.44122,-0.44485,1.2946
71.336,3.0186,0.02529,0.07615,0.80533,-0.96549,1.15562,-0.76238,1.09456,1.06625
71.386,3.0109,0.00425,0.07126,-1.49127,-2.15797,3.57902,1.50541,1.99438,3.66692
71.436,3.02353,0.02418,0.07331,-0.4895,-1.71461,0.57867,0.64635,1.66439,0.57133
71.487,3.02783,0.05206,0.05797,-0.75866,-1.67563,-0.17497,0.95174,1.56866,-0.21773
71.537,3.04431,0.06608,0.0653,0.02939,-1.38501,-1.76102,0.20814,1.25152,-1.8468
71.587,3.05363,0.07129,0.06758,0.42504,-0.57281,-1.85047,-0.25948,0.46239,-1.91098
71.637,3.05064,0.07433,0.06223,-0.00939,-0.83839,-2.04578,0.1982,0.66926,-2.09786
71.687,3.04501,0.05939,0.06123,-0.05081,-0.77302,-0.41597,0.14788,0.73637,-0.45724
71.737,3.03146,0.05349,0.05395,-0.81731,-0.95088,0.29283,0.90182,0.87368,0.28517
71.788,3.02378,0.05727,0.04452,-1.01047,-1.30799,0.06648,1.15377,1.18481,0.03634
71.838,3.02841,0.05771,0.04009,-0.46098,-0.52537,0.18311,0.51092,0.48149,0.1708
71.888,3.03265,0.05844,0.02843,-0.38592,0.03656,0.74973,0.36315,-0.03176,0.76124
71.938,3.03069,0.05536,0.01649,-0.41823,-0.41964,0.52198,0.45666,0.40017,0.50478
71.988,3.03305,0.02455,0.01536,-0.24435,-0.67304,2.19481,0.28811,0.69971,2.18111
72.038,3.05022,0.0252,0.02435,0.06973,0.24061,0.48022,-0.10191,-0.2201,0.48429
72.089,3.06929,0.05642,0.02322,1.11076,0.78039,-1.37099,-1.13779,-0.77774,-1.35018
72.139,3.06716,0.0702,0.02397,0.90166,0.22222,-0.96783,-0.89742,-0.22494,-0.97113
72.189,3.04893,0.07506,0.02767,0.62045,-0.80213,-0.57198,-0.53187,0.80839,-0.64742
72.239,3.02853,0.0716,0.0302,0.48132,-1.31444,-0.2462,-0.32483,1.33762,-0.35398
72.289,3.01935,0.06383,0.02288,0.69555,-1.09595,0.36325,-0.56236,1.19335,0.27664
72.339,3.01419,0.05777,0.02655,0.84143,-0.37958,-0.14539,-0.78357,0.47266,-0.18932
72.39,3.00313,0.06376,0.0197,1.34512,0.09011,-0.72112,-1.3369,0.04742,-0.74022
72.44,2.98014,0.0613,0.02166,0.90539,-0.15384,-0.77805,-0.85994,0.24614,-0.8054
72.49,2.95319,0.05452,0.02165,0.7661,-0.01303,-0.89802,-0.74017,0.10364,-0.91375
72.54,2.9231,0.04364,0.01596,0.47031,-0.19967,-0.62597,-0.41207,0.26752,-0.64151
72.59,2.89759,0.03121,0.00988,0.01876,0.17689,-0.33727,-0.06022,-0.17806,-0.33175
72.64,2.87411,0.02196,0.00462,0.194,0.83762,-0.75724,-0.40947,-0.77335,-0.73955
72.69,2.84737,0.00849,0.0013,-0.22709,0.86767,-0.66463,-0.03508,-0.90186,-0.65694
72.741,2.8223,-0.00744,0.00085,-1.00966,0.89955,-0.45373,0.67769,-1.16791,-0.45955
72.791,2.80523,-0.02328,0.00184,-1.16303,1.12779,0.17745,0.72403,-1.45201,0.15329
72.841,2.79717,-0.03343,0.00729,-1.18578,1.16364,0.55865,0.71319,-1.51153,0.52807
72.891,2.79818,-0.03503,0.01937,-0.53438,1.44153,0.54895,0.00141,-1.55128,0.50836
72.942,2.80037,-0.03051,0.03205,-0.60876,1.50434,0.07155,0.0671,-1.6224,0.04508
72.993,2.80382,-0.0286,0.04394,-0.47216,1.43298,0.23793,-0.04194,-1.51128,0.21735
73.044,2.81686,-0.03062,0.05962,-1.52632,0.80764,0.88916,1.12665,-1.26267,0.95334
73.095,2.84488,-0.02827,0.06917,-2.01953,0.77761,0.95212,1.62747,-1.34259,1.06701
73.146,2.88366,-0.03249,0.07507,-0.81916,0.20719,0.69268,0.68054,-0.41897,0.74504
73.197,2.91632,-0.04219,0.07163,-2.33373,-1.48741,1.87738,2.4507,0.87476,2.10051
73.248,2.97763,-0.01021,0.07504,-1.35179,-0.67425,-1.125,1.52487,0.44165,-1.01354
73.298,3.03403,0.01991,0.06601,-0.98236,-0.32106,-1.61928,1.1119,0.17175,-1.55703
73.349,3.08543,0.02013,0.07679,-1.42361,-0.5594,-1.11714,1.533,0.45373,-1.0157
73.4,3.1413,0.02453,0.08957,-0.79559,0.45409,-2.05687,0.97623,-0.50275,-1.96573
73.451,3.19056,0.02668,0.09413,-1.28845,0.3989,-2.40926,1.52988,-0.38509,-2.26605
73.503,3.24395,0.018,0.08887,-0.89023,0.56568,-0.47118,0.98218,-0.47474,-0.38006
73.554,3.28637,0.01785,0.08057,-0.74939,0.54699,0.21099,0.80054,-0.43109,0.28034
73.604,3.32521,0.02557,0.07473,-0.55963,0.71582,0.94275,0.60556,-0.58984,0.99988
73.655,3.35451,0.03635,0.06348,-0.3053,0.54159,1.59502,0.3009,-0.42877,1.62979
73.706,3.37031,0.03828,0.05281,-0.75929,0.06121,1.68766,0.65062,0.15644,1.72646
73.757,3.39207,0.02646,0.04176,0.07512,0.11706,2.39451,-0.15622,-0.09552,2.39155
73.808,3.41024,0.01789,0.04072,-0.45824,-0.50416,0.42524,0.28884,0.61058,0.43446
73.859,3.4362,0.01508,0.03638,0.17828,-0.77455,0.2364,-0.4046,0.69018,0.21805
73.91,3.46217,0.01953,0.03742,0.2918,-0.79937,-0.74634,-0.49743,0.66139,-0.7722
73.961,3.50221,0.03193,0.04582,0.73577,0.09203,-2.47529,-0.52096,-0.38027,-2.50217
74.011,3.53077,0.04756,0.04718,0.50867,0.67232,-3.12953,-0.02191,-0.8967,-3.11451
74.061,3.54948,0.04999,0.03699,0.03348,0.64858,-2.17638,0.34326,-0.67579,-2.14101
74.112,3.56968,0.043,0.03049,-0.17925,0.60964,-0.48662,0.43793,-0.49238,-0.45428
74.163,3.59855,0.0408,0.03134,0.31507,1.15173,0.67272,0.1943,-1.1567,0.70895
74.214,3.61918,0.04252,0.03001,-0.03923,0.78598,1.47583,0.32759,-0.64401,1.50842
74.264,3.64129,0.03971,0.04404,-0.78122,0.5339,1.45735,0.85598,-0.0731,1.51035
74.314,3.663,0.02982,0.05186,-0.09429,0.23719,1.84072,0.08962,-0.15856,1.84939
74.364,3.66879,0.01912,0.04698,-2.20172,-1.12199,1.77579,1.24616,2.06502,1.85544
74.415,3.70341,0.02718,0.03927,-0.5622,0.00468,0.02001,0.47663,0.29586,0.04217
74.465,3.7236,0.03596,0.02925,-0.4161,-0.38116,-1.04172,0.18384,0.53267,-1.04215
74.515,3.74757,0.05011,0.03632,-0.82184,-0.23552,-2.71885,0.69891,0.60671,-2.69564
74.565,3.77407,0.06955,0.03266,0.08337,0.64475,-3.50881,0.54961,-0.69701,-3.45637
74.615,3.78733,0.07171,0.0182,-0.57379,-0.06725,-1.32246,0.49359,0.33824,-1.31325
74.665,3.8055,0.07401,-0.00005,0.36371,-0.16341,0.90866,-0.42824,-0.04282,0.89411
74.716,3.8047,0.07728,-0.01961,0.75859,-0.9878,1.65247,-1.25765,0.43063,1.5858
74.766,3.80485,0.05221,-0.00451,0.05943,-0.08652,1.17271,-0.13355,0.08298,1.16685
74.816,3.79727,0.02223,0.0041,0.80158,0.21638,1.0359,-0.52082,-0.64458,1.03716
74.866,3.78616,-0.01413,0.00868,-0.24529,-0.2623,1.79924,0.0413,0.3273,1.80483
74.916,3.77942,-0.03257,0.00097,1.64713,0.24137,1.83408,-1.14553,-1.22359,1.82365
74.966,3.7656,-0.02378,-0.0007,0.27877,-0.17102,-0.6679,-0.33579,-0.01152,-0.66345
75.017,3.76483,-0.00568,0.00855,0.36514,0.92762,-3.27759,0.2568,-0.93485,-3.28581
75.067,3.75472,0.01785,-0.01011,0.2723,0.97347,-2.93308,0.34322,-1.01253,-2.91234
75.117,3.7352,0.02554,-0.01341,-0.43406,0.40811,-1.00223,0.59123,-0.12427,-0.99721
75.167,3.72756,0.03503,-0.00127,-0.26698,0.33921,-0.13733,0.41243,-0.13892,-0.1257
75.217,3.72187,0.04256,0.00325,-0.33954,0.08299,0.73183,0.31033,0.14159,0.7358
75.267,3.73785,0.02713,0.03261,-1.94856,-0.03947,1.12706,1.54077,1.13237,1.18849
75.317,3.77657,0.03461,0.03772,-0.70694,0.83439,2.43772,0.93882,-0.23824,2.49004
75.368,3.78714,0.05058,0.01947,-1.18281,-0.70683,0.92719,0.47659,1.30286,0.91309
75.42,3.80266,0.03582,0.0204,-1.45386,-0.97369,0.85528,0.51671,1.6748,0.84932
75.471,3.82074,0.02903,0.0254,0.05268,-0.69195,-0.60622,-0.45237,0.50106,-0.62719
75.522,3.84422,0.03038,0.0411,-0.42742,0.15592,-2.41447,0.54936,0.16563,-2.38902
75.573,3.86635,0.04518,0.03765,0.71397,1.07304,-2.88991,0.34523,-1.30196,-2.86329
75.624,3.87257,0.05625,0.02769,-0.02895,0.41724,-2.09422,0.42137,-0.33972,-2.06584
75.675,3.86966,0.06385,0.01037,0.09553,0.41799,0.43007,0.18472,-0.35748,0.45485
75.725,3.85254,0.05889,0.00854,0.56182,-0.81603,1.30993,-1.01588,0.30158,1.25479
75.776,3.83359,0.04316,0.01343,-0.0426,-0.77878,1.6867,-0.52754,0.66786,1.65195
75.827,3.80907,0.00551,0.02242,0.00362,-0.7062,1.92516,-0.48044,0.53401,1.92067
75.877,3.79722,-0.01105,0.02297,0.47974,-0.69665,1.37357,-0.82069,0.22861,1.3698
75.929,3.78104,-0.02333,0.01809,0.7493,-0.53034,-0.21988,-0.91762,-0.01489,-0.22097
75.98,3.77635,-0.03658,0.02851,-0.00454,0.13648,-0.76608,0.08551,-0.07164,-0.77012
76.031,3.77794,-0.0138,0.0268,0.59882,0.88849,-2.79975,0.08375,-0.99442,-2.82679
76.082,3.77069,-0.00012,0.02705,0.4575,0.77376,-2.79359,0.1464,-0.85,-2.80503
76.133,3.76235,0.00874,0.03012,-0.2826,0.62159,-1.24435,0.62807,-0.32829,-1.2298
76.183,3.75641,0.02367,0.02418,0.9501,0.35153,-0.08088,-0.57016,-0.83582,-0.09548
76.234,3.74939,0.01728,0.04034,-0.72958,-0.22048,1.11631,0.42429,0.58779,1.14084
76.285,3.76656,0.01484,0.06039,-0.8066,0.55342,1.0118,0.91799,-0.00069,1.06673
76.335,3.77698,0.01138,0.05044,0.66317,-0.43689,1.72197,-0.8736,-0.07756,1.68126
76.386,3.77534,-0.01199,0.04942,-1.67938,-0.93152,1.55095,0.74988,1.6827,1.64306
76.438,3.78906,-0.02479,0.04788,0.42838,-0.06147,0.16493,-0.38249,-0.21669,0.14572
76.488,3.79049,-0.03374,0.05306,-0.39237,0.05219,-0.93412,0.36458,0.24967,-0.91323
76.538,3.80754,-0.02564,0.05945,0.45233,0.35537,-2.26188,-0.06608,-0.42922,-2.29312
76.589,3.80644,-0.00632,0.04952,0.45141,0.72769,-1.85137,0.15893,-0.785,-1.87601
76.64,3.80139,0.00781,0.04192,0.01445,0.29282,-1.14599,0.21151,-0.21784,-1.14326
76.691,3.78292,0.01595,0.02696,0.84943,-0.38937,1.88635,-0.97184,-0.20265,1.85632
76.742,3.76411,0.02325,0.03144,0.79334,-0.63848,1.08564,-1.05849,0.05635,1.04503
76.793,3.73727,0.01505,0.03524,1.88494,-0.39148,1.05556,-1.81808,-0.74147,0.98249
76.844,3.69218,-0.02086,0.03524,0.13732,-1.13669,2.44492,-0.75834,0.80828,2.46174
76.895,3.66796,-0.02212,0.0359,0.94129,-0.58173,-0.29415,-1.10005,0.04183,-0.3148
76.945,3.64769,-0.03228,0.03459,0.88752,-0.10694,-0.30506,-0.82363,-0.32191,-0.33194
76.997,3.63724,-0.02411,0.04579,0.7373,0.54239,-1.84762,-0.33715,-0.7472,-1.89196
77.048,3.62154,0.00561,0.04484,0.59936,0.75677,-3.25703,-0.0437,-0.89664,-3.27632
77.099,3.59963,0.01105,0.05419,0.18504,0.53198,-2.43906,0.19994,-0.52463,-2.43948
77.149,3.57761,0.01836,0.0518,-0.01064,0.33422,-0.53287,0.17989,-0.29561,-0.52537
77.2,3.5621,0.01293,0.05619,0.60949,-0.03136,0.72752,-0.60926,-0.2283,0.69168
77.251,3.56449,-0.00233,0.07695,-0.01959,-0.09533,1.79731,-0.14559,0.03443,1.79372
77.302,3.56959,0.0025,0.07745,0.59368,0.60699,1.84378,-0.41822,-0.85304,1.79383
77.353,3.54944,-0.00391,0.06284,-0.60561,-1.15114,0.95392,0.0448,1.26913,0.99456
77.404,3.53495,-0.02972,0.05742,-0.76087,-1.21562,1.69837,0.16566,1.32835,1.77459
